iter	Logloss
374	0.3728850208
375	0.3728651797
376	0.3728532812
377	0.3728275507
378	0.372812436
379	0.3728077562
380	0.3727973396
381	0.372777439
382	0.3727740955
383	0.3727517316
384	0.3727316775
385	0.3727078366
386	0.3726831737
387	0.3726737569
388	0.3726427881
389	0.3726067329
390	0.3725845504
391	0.3725756226
392	0.3725548969
393	0.3725350569
394	0.3725332451
395	0.3725093278
396	0.3724788792
397	0.3724533143
398	0.3724365106
399	0.3724344565
400	0.3723933088
401	0.3723697187
402	0.3723524176
403	0.3723113402
404	0.3722911704
405	0.3722394805
406	0.3722179754
407	0.3721891948
408	0.3721599736
409	0.372139688
410	0.3721167894
411	0.3721157642
412	0.3720902934
413	0.3720427289
414	0.3720243638
415	0.3720024036
416	0.3719830832
417	0.3719674262
418	0.3719408475
419	0.371913625
420	0.3718828384
421	0.371860939
422	0.3718431422
423	0.3718171353
424	0.371776432
425	0.3717544336
426	0.3717295164
427	0.3717125968
428	0.371707212
429	0.3716827721
430	0.3716461799
431	0.3716236224
432	0.3715945508
433	0.3715919486
434	0.3715573768
435	0.3715191418
436	0.371499643
437	0.371475503
438	0.3714583493
439	0.3714224688
440	0.3713932248
441	0.3713773294
442	0.3713448013
443	0.3713210539
444	0.3713087069
445	0.3713055278
446	0.371283147
447	0.3712605377
448	0.3712574214
449	0.3712369574
450	0.3712210798
451	0.3711980919
452	0.3711797353
453	0.3711575259
454	0.3711326693
455	0.3711146443
456	0.3710933756
457	0.3710652851
458	0.3710611924
459	0.371050056
460	0.371028062
461	0.3710237482
462	0.3710046906
463	0.3709862507
464	0.37098427
465	0.3709523641
466	0.3709481871
467	0.3709340925
468	0.3709230193
469	0.3708965322
470	0.3708779369
471	0.3708606939
472	0.3708391158
473	0.3708288084
474	0.3708173239
475	0.370796261
476	0.3707732501
477	0.3707561803
478	0.3707326271
479	0.370714827
480	0.370690018
481	0.3706756215
482	0.3706503549
483	0.3706438192
484	0.3706231146
485	0.3706000313
486	0.3705776196
487	0.3705537455
488	0.3705251684
489	0.3704924355
490	0.3704798726
491	0.3704614688
492	0.3704426145
493	0.3704306011
494	0.3704207472
495	0.3704001162
496	0.3703820578
497	0.3703410464
498	0.3703386473
499	0.3703182303
500	0.3703013676
501	0.3702899732
502	0.370266313
503	0.3702483401
504	0.3702459442
505	0.3702202727
506	0.370214893
507	0.3701685473
508	0.3701572089
509	0.370134579
510	0.3701336367
511	0.3701190714
512	0.3701004599
513	0.370085514
514	0.3700844749
515	0.3700702814
516	0.3700599481
517	0.3700210071
518	0.3700052692
519	0.3699766281
520	0.3699532999
521	0.3699241193
522	0.3699035493
523	0.3698821541
524	0.3698645888
525	0.3698097823
526	0.3698018106
527	0.3697869266
528	0.3697715095
529	0.3697638027
530	0.3697453192
531	0.3697386971
532	0.369734649
533	0.3697181883
534	0.3696940095
535	0.36968529
536	0.3696783658
537	0.3696771518
538	0.3696702984
539	0.3696693244
540	0.3696565224
541	0.3696384646
542	0.3696086774
543	0.3695861158
544	0.3695717546
545	0.3695385974
546	0.3695370574
547	0.3695279327
548	0.3695018987
549	0.3694992441
550	0.3694949755
551	0.3694824028
552	0.3694778254
553	0.3694538883
554	0.3694457927
555	0.369421639
556	0.3694003113
557	0.3693780937
558	0.3693619561
559	0.3693361744
560	0.3693153519
561	0.3692938894
562	0.3692641317
563	0.3692519338
564	0.3692446108
565	0.3692250452
566	0.3692187396
567	0.3691911872
568	0.3691770026
569	0.3691655475
570	0.369151167
571	0.3691271311
572	0.3691114733
573	0.369109525
574	0.369088417
575	0.3690660805
576	0.3690397867
577	0.3690192907
578	0.3689996561
579	0.3689811986
580	0.3689705552
581	0.3689591812
582	0.3689518967
583	0.3689421015
584	0.3689224762
585	0.3689114406
586	0.3688946366
587	0.3688864969
588	0.3688844377
589	0.3688795464
590	0.3688701772
591	0.3688483522
592	0.3688365225
593	0.3688334755
594	0.3688210817
595	0.3688129811
596	0.3687915546
597	0.3687709526
598	0.3687384742
599	0.3687242678
600	0.3687126965
601	0.3686981584
602	0.3686870764
603	0.3686690939
604	0.3686479313
605	0.3686319475
606	0.3686192019
607	0.3686113508
608	0.3685982219
609	0.3685917806
610	0.3685532974
611	0.3685461025
612	0.3685369534
613	0.3685238737
614	0.3685135155
615	0.3684948581
616	0.3684831279
617	0.3684716892
618	0.3684609982
619	0.3684356852
620	0.3684086631
621	0.3684084891
622	0.3683815969
623	0.3683647178
624	0.3683436581
625	0.3683222008
626	0.3682910974
627	0.3682728377
628	0.3682498377
629	0.3682435313
630	0.3682211497
631	0.3681879658
632	0.3681772529
633	0.3681608272
634	0.3681420809
635	0.3681224026
636	0.3680940446
637	0.3680940411
638	0.3680722406
639	0.3680516409
640	0.3680347217
641	0.3680047072
642	0.3680020189
643	0.3679920672
644	0.3679690436
645	0.3679644329
646	0.3679632891
647	0.3679420855
648	0.3679248333
649	0.3679090544
650	0.3678956455
651	0.367878849
652	0.3678684982
653	0.3678565004
654	0.3678386567
655	0.3678251552
656	0.367807089
657	0.3677790858
658	0.3677524224
659	0.3677406882
660	0.367731199
661	0.367713739
662	0.3677065841
663	0.3676851758
664	0.3676640374
665	0.3676573982
666	0.3676382271
667	0.3676241247
668	0.3676081755
669	0.3675859336
670	0.3675573791
671	0.3675565172
672	0.3675140617
673	0.3674980323
674	0.3674914989
675	0.3674855217
676	0.3674707477
677	0.3674583064
678	0.3674534833
679	0.3674369713
680	0.3674266025
681	0.367406106
682	0.3673947267
683	0.3673847931
684	0.3673783971
685	0.3673682432
686	0.3673576769
687	0.3673465326
688	0.3673278915
689	0.367315007
690	0.3673101213
691	0.3673018685
692	0.3672901899
693	0.3672814862
694	0.3672609213
695	0.3672290091
696	0.3672283056
697	0.3672063628
698	0.3672031725
699	0.3671900635
700	0.3671854343
701	0.3671795853
702	0.3671626191
703	0.3671467561
704	0.3671451561
705	0.3671315635
706	0.367115781
707	0.367111713
708	0.3671090282
709	0.3671073594
710	0.3670931397
711	0.3670748912
712	0.3670646091
713	0.3670517202
714	0.3670508505
715	0.367035751
716	0.3670229483
717	0.3670067694
718	0.3670002637
719	0.3669853552
720	0.3669667742
721	0.3669609823
722	0.3669550507
723	0.3669435406
724	0.3669386583
725	0.3669228225
726	0.3669181388
727	0.366899747
728	0.3668801455
729	0.3668582911
730	0.3668406985
731	0.3668213554
732	0.3668072932
733	0.3667950246
734	0.366793878
735	0.3667746223
736	0.3667617781
737	0.3667512103
738	0.3667313534
739	0.3667226955
740	0.3667178432
741	0.3667009055
742	0.3667001075
743	0.3666872801
744	0.3666757147
745	0.3666667441
746	0.3666506425
747	0.3666457891
748	0.3666201536
749	0.3665974777
750	0.3665964673
751	0.3665897906
752	0.3665604085
753	0.3665395798
754	0.3665224277
755	0.3664847848
756	0.3664796379
757	0.3664678415
758	0.3664672492
759	0.3664560012
760	0.3664462321
761	0.3664295475
762	0.3664049895
763	0.3663721795
764	0.3663487648
765	0.3663478685
766	0.3663301117
767	0.3663232521
768	0.3663100895
769	0.3662924218
770	0.3662857438
771	0.3662777584
772	0.3662633102
773	0.36626233
774	0.3662421988
775	0.3662314775
776	0.3662270094
777	0.3662041517
778	0.3661893537
779	0.3661667678
780	0.3661655435
781	0.3661522524
782	0.366129481
783	0.3661138671
784	0.3661092108
785	0.3660900192
786	0.3660858567
787	0.3660801922
788	0.3660660595
789	0.3660481753
790	0.3660224111
791	0.3660142773
792	0.3660086583
793	0.3659949881
794	0.3659793572
795	0.3659554102
796	0.3659449117
797	0.3659423414
798	0.3659331031
799	0.3659223502
800	0.3659148105
801	0.3659008861
802	0.3658772027
803	0.3658733192
804	0.3658674972
805	0.3658573628
806	0.3658530223
807	0.3658397155
808	0.3658365278
809	0.3658209262
810	0.3658139313
811	0.3658132577
812	0.3657976485
813	0.365791954
814	0.3657824013
815	0.3657731952
816	0.3657488971
817	0.3657306099
818	0.365707986
819	0.3656978276
820	0.3656808413
821	0.3656701716
822	0.3656599114
823	0.3656451266
824	0.3656281861
825	0.3656121803
826	0.3655944126
827	0.3655846527
828	0.3655768426
829	0.3655546945
830	0.3655504402
831	0.3655402557
832	0.3655282977
833	0.3654946099
834	0.3654802566
835	0.365479656
836	0.3654667786
837	0.3654485672
838	0.3654320425
839	0.3654166964
840	0.3654089088
841	0.3653998946
842	0.3653892497
843	0.3653783926
844	0.3653551804
845	0.3653550391
846	0.3653483231
847	0.3653292644
848	0.3653110051
849	0.3652948806
850	0.3652790194
851	0.3652681949
852	0.3652560465
853	0.3652347863
854	0.3652055897
855	0.3651931845
856	0.3651778838
857	0.3651680993
858	0.3651440345
859	0.3651381185
860	0.3651303196
861	0.3651253092
862	0.365113761
863	0.3650908185
864	0.3650797249
865	0.3650773159
866	0.3650529571
867	0.3650390161
868	0.3650383758
869	0.3650376211
870	0.3650239833
871	0.3650131258
872	0.3650125927
873	0.3650103779
874	0.3649937665
875	0.3649707302
876	0.3649683667
877	0.3649649088
878	0.3649449834
879	0.3649393421
880	0.3649388022
881	0.3649357669
882	0.3649251932
883	0.3649099069
884	0.3649089387
885	0.3649052978
886	0.3648911145
887	0.3648895558
888	0.3648841469
889	0.3648790105
890	0.3648662491
891	0.364842036
892	0.3648296904
893	0.3648149582
894	0.3648009345
895	0.3647868326
896	0.364750979
897	0.3647506853
898	0.3647498237
899	0.364743762
900	0.3647256496
901	0.3647080878
902	0.36469302
903	0.3646788505
904	0.3646787727
905	0.3646619027
906	0.3646392346
907	0.364629237
908	0.3646253821
909	0.3646163877
910	0.3645976177
911	0.364557746
912	0.3645477541
913	0.3645444402
914	0.3645255975
915	0.3645242869
916	0.3645181579
917	0.3645090517
918	0.3644830758
919	0.3644825418
920	0.3644708233
921	0.3644649347
922	0.3644580781
923	0.3644395784
924	0.3644361579
925	0.3644360648
926	0.3644354202
927	0.3644175389
928	0.36440923
929	0.3643896588
930	0.3643886727
931	0.3643629449
932	0.3643526612
933	0.3643302757
934	0.3643138108
935	0.3643132766
936	0.364302653
937	0.3642975001
938	0.364267054
939	0.3642564748
940	0.3642459333
941	0.3642417294
942	0.3642366456
943	0.3642176148
944	0.3642029472
945	0.3641886293
946	0.3641748036
947	0.3641570655
948	0.3641527371
949	0.3641359824
950	0.3641156068
951	0.3641049019
952	0.364091589
953	0.3640688233
954	0.3640567512
955	0.3640465338
956	0.3640274006
957	0.3640269098
958	0.3640216469
959	0.3640215237
960	0.3640082137
961	0.3639808316
962	0.3639738484
963	0.3639489455
964	0.3639191179
965	0.363902524
966	0.3638903399
967	0.3638763632
968	0.3638558547
969	0.3638392977
970	0.3638227235
971	0.3638063756
972	0.3637785986
973	0.3637780835
974	0.3637605883
975	0.3637419296
976	0.3637373571
977	0.3637212518
978	0.3637070262
979	0.3636939816
980	0.3636910658
981	0.3636791049
982	0.3636724716
983	0.3636569874
984	0.3636313109
985	0.3636240248
986	0.3636234982
987	0.3635898006
988	0.3635629914
989	0.3635448258
990	0.363532922
991	0.3635152856
992	0.3635098503
993	0.3634981586
994	0.3634893721
995	0.3634825614
996	0.3634771648
997	0.3634718994
998	0.3634619092
999	0.3634480395
